,Классика,Анальный,Групповой,Двойное проникновение,С резинкой,Без резинки,Глубокий,В машине,Кунилингус,Анилингус,В рот,На лицо,На грудь,Бандаж,Госпожа,Ролевые игры,Лёгкая доминация,Порка,Рабыня,Фетиш,Трамплинг,Страпон,Игрушки,Профи,Не профи,Классический массаж,Профессиональный,Расслабляющий,Тайский,Урологический,Эротический,Ветка сакуры,Лесби откровенное,Лесби лёгкое,Выдача,Приём,Эскорт,Фото/Видео,Услуги семейной паре ,Город,Район,Возраст,Рост,Вес,Размер бюста,Цвет волос,За час у нее,За два часа у нее,За ночь у нее,За час у себя,За два часа у себя,За ночь у себя
618,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Тверской,24,171,53,2.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
619,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Зюзино,24,174,56,3.0,1,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
620,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Москва,Басманный,33,162,47,2.0,3,2000.0,4000.0,16000.0,,,
621,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Чертаново Северное,25,175,57,2.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
622,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Алексеевский,24,175,57,2.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
623,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Останкинский,24,173,55,2.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
624,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Новокосино,24,174,56,4.0,3,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
625,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,Москва,Марьина роща,25,177,58,4.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
626,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Аэропорт,24,173,55,1.0,1,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
627,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Люблино,24,172,54,2.0,3,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
628,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Зюзино,24,173,55,2.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
629,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Тверской,24,175,57,2.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
630,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Москва,Южное Тушино,24,170,54,2.0,2,4500.0,8000.0,13000.0,4500.0,8000.0,13000.0
631,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Тверской,24,171,53,2.0,3,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
632,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Савёлки,24,173,55,2.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
633,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Выхино-Жулебино,24,175,57,3.0,3,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
634,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Войковский,25,177,59,2.0,1,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
635,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,Москва,Головинский,24,176,58,2.0,1,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
636,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,Москва,Останкинский,24,173,55,2.0,3,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
637,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,Москва,Южное Бутово,24,175,57,2.0,3,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
638,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,Москва,Южное Бутово,25,175,57,2.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
639,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,Москва,Алексеевский,24,174,56,3.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
640,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Обручёвский,24,172,54,3.0,1,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
641,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Ясенево,25,174,56,2.0,1,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
642,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Тверской,24,173,55,2.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
643,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Зюзино,24,174,56,2.0,1,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
644,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Коньково,25,176,58,2.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
645,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Москва,Красносельский,23,164,50,2.0,1,2000.0,4000.0,16000.0,,,
646,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Марьино,24,173,55,2.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
647,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Выхино-Жулебино,23,176,58,3.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
648,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Текстильщики,24,174,56,2.0,1,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
649,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Тверской,25,175,57,2.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
650,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Зюзино,24,173,55,2.0,1,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
651,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Останкинский,25,170,52,2.0,3,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
652,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Алексеевский,25,172,54,4.0,1,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
653,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Хорошёвский,25,173,55,2.0,4,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
654,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Пресненский,24,174,56,2.0,3,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
655,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,Москва,Кузьминки,25,169,50,2.0,3,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
656,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,Москва,Кузьминки,23,169,50,2.0,2,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
657,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,Москва,Кузьминки,27,169,50,2.0,2,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
658,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,Москва,Донской,25,169,50,2.0,2,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
659,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,Москва,Филёвский Парк,25,169,50,2.0,2,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
660,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,Москва,Академичекский,26,169,50,2.0,2,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
661,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,Москва,Академичекский,23,169,50,2.0,3,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
662,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,Москва,Академичекский,26,169,50,2.0,2,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
663,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,Москва,Академичекский,25,169,50,2.0,4,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
664,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,Москва,Академичекский,26,169,50,2.0,2,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,Москва,Академичекский,23,169,50,2.0,3,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,Москва,Бибирево,23,169,50,2.0,3,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,Москва,Бибирево,24,169,50,2.0,2,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
668,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,Москва,Бибирево,27,169,50,2.0,2,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
669,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,Москва,Бибирево,23,169,50,2.0,2,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
670,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,Москва,Бибирево,24,169,50,2.0,3,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
671,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,Москва,Бибирево,22,169,50,2.0,3,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,Москва,Северное Измайлово,24,169,50,2.0,2,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
673,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,Москва,Северное Измайлово,23,169,50,2.0,4,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,Москва,Северное Измайлово,26,169,50,2.0,1,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,Москва,Северное Измайлово,27,169,50,2.0,2,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,Москва,Северное Измайлово,27,169,50,2.0,3,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
677,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,Москва,Северное Измайлово,26,169,50,2.0,1,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
678,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,Москва,Рязанский,26,169,50,2.0,3,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
679,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,Москва,Рязанский,22,169,50,2.0,3,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
680,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,Москва,Рязанский,26,169,50,2.0,2,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
681,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,Москва,Рязанский,26,169,50,2.0,2,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,Москва,Рязанский,23,169,50,2.0,3,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
683,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,Москва,Рязанский,24,169,50,2.0,4,3000.0,6000.0,16000.0,6000.0,8000.0,18000.0
684,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Фили-Давыдково,24,169,55,2.0,2,3000.0,6000.0,,,8000.0,18000.0
685,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Митино,24,169,55,2.0,2,3000.0,6000.0,,,8000.0,18000.0
686,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Кунцево,24,169,55,2.0,2,3000.0,6000.0,,,8000.0,18000.0
687,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Митино,24,169,55,3.0,3,3000.0,6000.0,,,8000.0,18000.0
688,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Рязанский,24,169,55,3.0,3,3000.0,6000.0,,,8000.0,18000.0
689,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Выхино-Жулебино,24,169,55,2.0,2,3000.0,6000.0,,,8000.0,18000.0
690,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Выхино-Жулебино,24,169,55,3.0,2,3000.0,6000.0,,,8000.0,18000.0
691,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,Москва,Рязанский,24,169,55,2.0,2,4000.0,8000.0,18000.0,6000.0,10000.0,20000.0
692,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Выхино-Жулебино,24,169,55,2.0,1,3000.0,6000.0,,,8000.0,18000.0
693,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Зюзино,24,169,55,3.0,2,3000.0,6000.0,,,8000.0,18000.0
694,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,Москва,Зюзино,24,169,55,3.0,3,4000.0,7000.0,18000.0,6000.0,10000.0,20000.0
695,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Зюзино,24,169,55,2.0,3,3000.0,6000.0,,,8000.0,18000.0
696,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Левобережный,24,169,55,3.0,4,3000.0,6000.0,,,8000.0,18000.0
697,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Северное Тушино,24,169,55,2.0,3,3500.0,7000.0,,,8000.0,18000.0
698,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Северное Тушино,24,169,55,2.0,2,3000.0,6000.0,,,8000.0,18000.0
699,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Ховрино,24,169,55,2.0,1,3000.0,6000.0,,,8000.0,18000.0
700,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Левобережный,24,169,55,3.0,1,3000.0,6000.0,,,8000.0,18000.0
701,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Левобережный,24,173,55,2.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
702,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Ясенево,23,175,56,2.0,3,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
703,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Тимирязевский,24,172,54,1.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
704,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Гагаринский,24,174,56,2.0,4,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
705,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Чертаново Северное,24,174,56,3.0,1,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
706,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Выхино-Жулебино,25,175,57,3.0,3,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
707,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Войковский,22,174,56,2.0,1,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
708,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Головинский,25,172,54,3.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
709,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Останкинский,24,175,57,3.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
710,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Алексеевский,24,173,55,2.0,3,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
711,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,Москва,Люблино,24,174,56,2.0,2,3000.0,6000.0,15000.0,5000.0,7000.0,16000.0
712,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Москва,Красносельский,32,165,51,5.0,2,2000.0,4000.0,16000.0,,,
713,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,Москва,Коньково,27,170,57,3.0,4,5000.0,10000.0,20000.0,5000.0,10000.0,20000.0
714,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,Москва,Сокольники,26,165,55,3.0,3,2000.0,4000.0,16000.0,,,
715,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Митино,24,168,54,2.0,2,3000.0,6000.0,,,8000.0,18000.0
716,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Кунцево,24,168,54,1.0,3,3000.0,6000.0,,,8000.0,18000.0
717,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,Москва,Строгино,24,168,54,3.0,1,5000.0,10000.0,18000.0,6000.0,10000.0,20000.0
718,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Кунцево,24,168,54,3.0,1,3000.0,6000.0,,,8000.0,18000.0
719,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Обручёвский,24,168,54,2.0,3,3000.0,6000.0,,,8000.0,18000.0
720,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Академичекский,24,168,54,2.0,2,3000.0,6000.0,,,8000.0,18000.0
721,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,Москва,Обручёвский,24,168,54,1.0,3,3000.0,6000.0,,,8000.0,18000.0
